Colaborador,Fuente,Sexo,Origen,Nacimiento,Muerte
"Díaz de Benjumea, Nicolás",http://viaf.org/viaf/21129713,M,España,1829,1884
"Díaz de Escovar, Narciso",http://viaf.org/viaf/14854058,M,España,1860,1935
"Díaz de León, Francisco",http://viaf.org/viaf/305230135,M,México,1897,1975
"Díaz Dufóo, Carlos",http://viaf.org/viaf/48832417,M,México,1861,1941
"Díaz Dufoo, Carlos (hijo)",http://viaf.org/viaf/72910288,M,México,1888,1932
"Díaz Fernández, José",http://viaf.org/viaf/107010546,M,España,1898,1941
"Díaz Gallo y Muguruza, Félix",http://viaf.org/viaf/315088491,M,España,NA,NA
"Díaz Garcés, Joaquín",http://viaf.org/viaf/38424277,M,Chile,1877,1921
"Díaz Loyola, Carlos Ignacio",http://www.archivochile.com/Ideas_Autores/rokhap/o/rokhaobra0007.pdf,M,NA,1894,1968
"Díaz Mirón, Salvador",http://viaf.org/viaf/4939372,M,México,1853,1928
"Díaz Pérez, Viriato",http://viaf.org/viaf/466145857065822921745,M,España,1875,1958
"Díaz Rodríguez, Manuel",http://viaf.org/viaf/12337247,M,Venezuela,1871,1927
"Díaz Romero, Eugenio",http://viaf.org/viaf/313561375,M,Argentina,1877,1927
"Diaz Varela, Alejandra",http://viaf.org/viaf/63153124261924490101,F,NA,NA,NA
"Díaz y Pérez, Nicolás",http://viaf.org/viaf/59882478,M,España,1841,1902
"Díaz-Pérez, Viriato",http://viaf.org/viaf/39397083,M,España,1875,1958
"Díaz-Plaja, Guillermo",http://viaf.org/viaf/36912993,M,España,1909,1984
"Díaz, Leopoldo",http://viaf.org/viaf/61584602,M,Argentina,1862,1947
"Díaz, Ramón M.",https://autores.uy/autor/3488,M,Uruguay,NA,NA
"Dibella, Francisco",http://libros.uv.mx/index.php/UV/catalog/book/LH032,M,Argentina,NA,NA
"Dicenta, Joaquín",http://viaf.org/viaf/68949187,M,España,1863,1917
"Dickman, Adolfo",https://es.wikipedia.org/wiki/Adolfo_Dickman,M,Finlandia,1882,1938
"Dickman, Enrique",http://viaf.org/viaf/309765101,M,Argentina,1874,1955
"Diego, Gerardo",http://viaf.org/viaf/109725237,M,España,1896,1987
"Diehl, Adán",http://fabian.balearweb.net/post/81143,M,Argentina,1891,1953
"Díez de Medina, Eduardo",http://viaf.org/viaf/70947591,M,Bolivia,1881,1955
"Díez de Medina, Fernando",http://viaf.org/viaf/24614474,M,Bolivia,1908,1990
"Díez-Canedo, Enrique",http://viaf.org/viaf/59091986,M,España,1879,1944
"Díez-Canseco, José",http://viaf.org/viaf/74006531,M,Perú,1904,1949
"Dihigo y López-Trigo, Ernesto",http://viaf.org/viaf/114273114,M,Cuba,1896,1991
"Dihigo y Mestre, Juan Miguel",http://viaf.org/viaf/14788136,M,Cuba,1866,1952
"Dinner, Gestón",https://escholarship.org/content/qt4778w50b/qt4778w50b.pdf,M,Suiza,NA,NA
"Dix, Otto",http://viaf.org/viaf/46769170,M,Alemania,1891,1969
"Dobrogeanu-Gherea, Constantin",http://viaf.org/viaf/76437881,M,Rumania,1855,1920
"Dodds, Eric Robertson",http://viaf.org/viaf/100222868,M,Reino Unido,1893,1979
"Doll, Ramón",http://viaf.org/viaf/309676684,M,Argentina,1896,1970
"Domenchina, Juan José",http://viaf.org/viaf/38233659,M,España,1898,1959
"Domingo Pantigoso, Manuel",http://viaf.org/viaf/88462189,M,Perú,1901,1991
"Domingo, Eugenio",http://www.filosofia.org/mon/vasgijon.htm,M,NA,NA,NA
"Domingo, Francesc",http://viaf.org/viaf/106977286,M,España,1893,1974
"Domínguez Esteban, Martín",http://viaf.org/viaf/7333151247960744270001,M,España,1897,1970
"Domínguez, Luis Lorenzo",http://viaf.org/viaf/5535148209312400460001,M,Argentina,1819,1898
"Domínguez, Manuel",http://viaf.org/viaf/48152805,M,NA,1868,1935
"Dominici, Pedro César",http://viaf.org/viaf/31891330,M,Venezuela,1875,NA
"Donoso, Armando",http://viaf.org/viaf/43938655,M,Chile,1887,1946
"Dorado, Pedro",http://viaf.org/viaf/48025215,M,España,1861,1919
"Doré, Gustave",http://viaf.org/viaf/41839207,M,Francia,1832,1883
"Dorosevic, Vlas Mihajlovic",http://viaf.org/viaf/69255680,M,Rusia,1864,1922
"Dos Passos, John",http://viaf.org/viaf/41839211,M,Estados Unidos,1896,1970
"Dostoyevsky, Fyodor",http://viaf.org/viaf/104023256,M,Rusia,1821,1881
"Dotor y Municio, Angel","https://viaf.org/viaf/192770750/#Dotor_y_Municio,_%C3%81ngel_1898-1986",M,España,1898,1986
"Dotres, José María",http://viaf.org/viaf/35947937,M,España,NA,NA
"Doynel, Carlos",http://viaf.org/viaf/315248774,M,NA,NA,NA
"Drago, Luis María",http://viaf.org/viaf/15145772,M,Argentina,1859,1921
"Drebich, Esteban",https://scielo.conicyt.cl/pdf/izquierdas/n43/0718-5049-izquierdas-43-79.pdf,M,Argentina,NA,NA
"Dreyer, Carl",http://viaf.org/viaf/51697917,M,Dinamarca,1889,1968
"Dreyfus, Albert",http://viaf.org/viaf/5751152139994511100008,M,Alemania,1893,1974
"Drieu La Rochelle, Pierre",http://viaf.org/viaf/27063717,M,Francia,1893,1945
"Dromundo, Baltasar",http://viaf.org/viaf/41023894,M,México,1906,1987
"Du Bellay, Joachim",http://viaf.org/viaf/39447168,M,Francia,1522,1560
"Du Marboré, Jean",http://artcady.ch/index.php/artistes/83/jean-du-marbore,M,Francia,1896,1933
"Duany Mendéz, Pedro",http://poligramas.univalle.edu.co/index.php/poligramas/article/view/8289/11135,M,Cuba,1891,1952
"Dublé Urrutia, Diego",http://viaf.org/viaf/14926146,M,Chile,1877,1967
"Dubois, Hubert",http://viaf.org/viaf/54164583,M,Bélgica,1903,1965
"Duclout, Georges",http://viaf.org/viaf/68151836610220402636,M,Francia,1853,1929
"Duesberg, W.",http://viaf.org/viaf/315541298,NA,NA,NA,NA
"Dufour-Pittard, Hélène",http://viaf.org/viaf/49257917,F,Suiza,1874,1953
"Dumas, Alexandre fils",http://viaf.org/viaf/76315034,M,Francia,1824,1895
"Dumas, Alexandre père",http://viaf.org/viaf/51688902,M,Francia,1802,1870
"Dumont-Wilden, Louis",http://viaf.org/viaf/46794933,M,Bélgica,1875,1963
"Duncan, Jeptha B.",https://es.wikipedia.org/wiki/Jeptha_B._Duncan,M,Panamá,1885,1978
"Durán, Gustavo",http://viaf.org/viaf/122105481,M,España,1906,1969
"Durán, Osvaldo C.",http://carlosraulrisso-escritor.blogspot.com/2016/12/osvaldo-duran-don-osvaldo.html,M,Argentina,1902,2004
"Dürer, Albrecht",http://viaf.org/viaf/54146999,M,Alemania,1471,1528
"Durtain, Luc",http://viaf.org/viaf/7453684,M,Francia,1881,1959
"Duval, Paul Alexandre Martin",http://viaf.org/viaf/31999544,M,Francia,1855,1906
"Dyk, Victor",http://viaf.org/viaf/32074913,M,República Checa,1877,1931
"Eandi, Héctor Ignacio",http://viaf.org/viaf/11163205,M,Argentina,1895,1965
"Echagüe, Juan Pablo",http://viaf.org/viaf/1128553,M,Argentina,1877,1950
"Echávarri, Luis",http://viaf.org/viaf/18234247,M,NA,NA,NA
"Echeandía, Julio",http://viaf.org/viaf/95926683,M,NA,1873,NA
"Echegaray, Aristóbulo",http://viaf.org/viaf/11145857034822921294,M,Argentina,1904,1986
"Echegaray, José",http://viaf.org/viaf/79077383,M,España,1832,1916
"Echegaray, Miguel",http://viaf.org/viaf/45637941,M,España,1848,1927
"Echevarría, Toribio",http://viaf.org/viaf/22248183,M,España,1887,1968
"Echeverría, Pedro",https://books.google.de/books?id=3puHDwAAQBAJ&pg=PT129&lpg=PT129&dq=polo-as+pedro+echeverria&source=bl&ots=CWOB15G_dW&sig=ACfU3U0w210Y_AG973u66T955ORFKrU7NQ&hl=de&sa=X&ved=2ahUKEwjkkZmV_sXgAhUBDuwKHd8_Cy4Q6AEwCnoECAEQAQ#v=onepage&q=polo-as%20pedro%20echeverria&f=false,M,NA,NA,1924
"Eckhardt, Sándor",http://viaf.org/viaf/109090275,M,Hungría,1890,1969
"Edelman, Bernardo",http://viaf.org/viaf/37156809578645122784,M,Argentina,NA,1970
"Edwards, Bello Joaquin",http://viaf.org/viaf/39399726,M,Chile,1887,1968
"Eemans, Marcel",http://viaf.org/viaf/37928741,M,Bélgica,1907,1998
"Egurén, José María",http://viaf.org/viaf/28317735,M,Perú,1874,1942
"Ehrenburg, Ilja",http://viaf.org/viaf/40169930,M,Rusia,1891,1967
"Eichelbaum, Samuel",http://viaf.org/viaf/97791518,M,Argentina,1894,1967
"Einstein, Albert",http://viaf.org/viaf/75121530,M,Alemania,1879,1955
"Eisenstein, Sergei",http://viaf.org/viaf/56609269,M,Letonia,1898,1948
El Greco,http://viaf.org/viaf/100215785,M,Grecia,1541,1614
"Eleftheriadis, Stratis",http://viaf.org/viaf/115413319,M,Grecia,1897,1983
"Elías, Agustín",http://viaf.org/viaf/87797206,M,NA,NA,NA
"Elías, Feliu",http://viaf.org/viaf/308693132,M,España,1878,1948
"Eliot, T. S.",http://viaf.org/viaf/56609282,M,Estados Unidos,1888,1965
"Elkouken, Bronislaw",https://deu.archinform.net/arch/7221.htm,M,Polonia,1893,1968
"Elmore, Edwin",http://viaf.org/viaf/8707976,M,Perú,1890,1925
"Elola, José de",http://viaf.org/viaf/69146462592027770059,M,España,1859,1933
"Elskamp, Max",http://viaf.org/viaf/19714530,M,Bélgica,1862,1931
"Éluard, Paul",http://viaf.org/viaf/73848255,M,Francia,1895,1952
"Emerson, Ralph Waldo",http://viaf.org/viaf/27079964,M,Estados Unidos,1803,1882
"Encina, Juan de la",http://viaf.org/viaf/76380414,M,España,1883,1963
"Encinas, José Antonio",http://viaf.org/viaf/13215189,M,Perú,1886,1958
"Enco de Valero, Tatiana",http://www.elem.mx/autor/datos/128873,F,Rusia,1870,1930
"Endériz, Ezequiel",http://viaf.org/viaf/86760350,M,España,1889,1951
"Engström, Leander",http://viaf.org/viaf/29509935,M,Suecia,1886,1927
"Enríquez, Carlos",http://viaf.org/viaf/30916555,M,Cuba,1901,1957
"Ensor, James",http://viaf.org/viaf/88625859,M,Bélgica,1860,1949
"Ephrussi, Gisela von",http://www.hohenemsgenealogie.at/gen/getperson.php?personID=I13280,F,Austria,1904,1985
Epictetus,http://viaf.org/viaf/100218891,M,Grecia,50,130
"Epstein, Jean",http://viaf.org/viaf/51846592,M,Francia,1897,1953
"Ernst, Fritz",http://viaf.org/viaf/100195543,M,Suiza,1889,1958
"Ernst, Max",http://viaf.org/viaf/24601103,M,Alemania,1891,1976
"Erro, Carlos Alberto",http://viaf.org/viaf/55698183,M,Uruguay,1903,1968
"Esaguy, Augusto Isaac de",http://viaf.org/viaf/48215606,M,Portugal,1899,1961
"Escalante Gómez, Manuel",http://viaf.org/viaf/309573574,M,España,1878,1931
"Esclasans, Agustí",http://viaf.org/viaf/40405799,M,España,1895,1967
"Escobar, Germán",https://books.google.de/books?id=OBSCHzC0pssC&pg=PA79&lpg=PA79&dq=%22Germ%C3%A1n+Escobar%22+poeta+cubano&source=bl&ots=Yn5xt6P0ry&sig=ACfU3U1LEHx8ADZXH8IK_hosoJWAuy8bNA&hl=de&sa=X&ved=2ahUKEwibsdXuzrXnAhVGKewKHdrMDaMQ6AEwAHoECAoQAQ#v=onepage&q=%22Germ%C3%A1n%20Escobar%22%20poeta%20cubano&f=false,M,Cuba,NA,NA
"Escosura, Joaquín de la","Bonet, Juan Manuel. Diccionario de las Vanguardias en España 1907-1936. Madrid: Alianza, 2007.",M,España,NA,NA
"Escosura, Joaquín de la",https://www.futurismo.org/artistas/joaquin-la-escosura/,M,España,1832,1906
"Esparbès, Georges d'",http://viaf.org/viaf/17346997,M,Francia,1863,1944
"Esperança, Assis",http://viaf.org/viaf/99901008,M,Portugal,1892,1975
"Espie, Adolph d'",http://viaf.org/viaf/36946075,M,Francia,1878,1956
"Espina, Antonio",http://viaf.org/viaf/24724313,M,España,1894,1972
"Espina, Concha","https://viaf.org/viaf/52483495/#Espina,_Concha,_1869-1955.",F,España,1869,1955
"Espinel, Vicente",http://viaf.org/viaf/7514766,M,España,1550,1624
"Espinosa Bravo, Clodoaldo Alberto",https://es.wikipedia.org/wiki/Clodoaldo_Espinosa_Bravo,M,Perú,1900,1969
"Espinosa de los Monteros, Antonio","https://viaf.org/viaf/19730749/#Espinosa_de_los_Monteros,_Antonio,_1732-1812",M,NA,1732,1812
"Espinosa, Agustín",http://viaf.org/viaf/61601797,M,España,1897,1939
"Espinoza, Enrique",http://viaf.org/viaf/212594431,M,Rusia,1898,1987
"Esplá, Óscar",http://viaf.org/viaf/34643062,M,España,1886,1976
"Esplandiú Peña, Juan","https://viaf.org/viaf/95926770/#Esplandi%CC%81u,_Juan_1901-1978",M,España,1901,1978
"Esplandiú, Juan",http://viaf.org/viaf/95926770,M,España,1901,1978
"Espronceda, José de",http://viaf.org/viaf/20632,M,España,1808,1842
"Esquerre Montoya, Julio",https://books.google.de/books?id=ujVLwBRNiFUC&pg=PA106&lpg=PA106&dq=Julio+Esquerre+Montoya&source=bl&ots=RkCsWOlDQM&sig=ACfU3U2dvQu_ctGH8EREHFsYbF45lbqj_g&hl=de&sa=X&ved=2ahUKEwisntuYoormAhVDzKQKHXm3DSoQ6AEwDHoECAoQAQ#v=onepage&q=Julio%20Esquerre%20Montoya&f=false,NA,NA,NA,NA
"Estéban, Enrique",http://viaf.org/viaf/86634294,M,España,1849,1927
"Estelrich, Joan",http://viaf.org/viaf/64145713,M,España,1896,1958
"Estelrich, Juan Luis",http://viaf.org/viaf/11763362,M,España,1856,1923
"Esténger, Rafael",http://viaf.org/viaf/40702001,M,Cuba,1899,1983
"Estepa, Francisco de",http://viaf.org/viaf/87610698,M,NA,1864,1933
"Esteva, Adalberto A.",http://viaf.org/viaf/58174472,M,México,1863,1914
"Esteva, José María",http://viaf.org/viaf/56534761,M,México,1818,1904
"Estévanez, Nicolás",http://viaf.org/viaf/2569736,M,España,1838,1914
"Estévez-Ortega, Enrique",http://viaf.org/viaf/5145003272461300425,M,España,1898,1936
"Estrada Palma, Tomá",http://viaf.org/viaf/75285567,M,Cuba,1835,1908
"Estrada, Ángel de",http://viaf.org/viaf/313410074,M,Argentina,1872,1923
"Estrada, Genaro",http://viaf.org/viaf/64014519,M,México,1887,1937
"Estrañi, José",http://viaf.org/viaf/86972848,M,España,1840,1920
"Estrella Gutiérrez, Fermín",http://viaf.org/viaf/36983522,M,Argentina,1900,1990
"Estrella, Gabriel",http://viaf.org/viaf/38411882,M,España,1823,1886
"Estrella, Guillermo",http://viaf.org/viaf/83545244,M,NA,1881,1945
"Estrella, Omar",http://viaf.org/viaf/72819647,NA,Bolivia,NA,NA
"Estremera, José",http://viaf.org/viaf/72735180,M,España,1852,1895
"Etlis, Luis S.",https://books.google.de/books?id=KbePTDjPV14C&pg=PA153&lpg=PA153&dq=luis+s.+etlis+inquietud+argentino&source=bl&ots=GJ_-EPRpnj&sig=ACfU3U0iOUcoTOhN0GtWzdCdvqgEIhKWHA&hl=de&sa=X&ved=2ahUKEwiuuuKg0vHmAhWPY8AKHfGsAc4Q6AEwCnoECAoQAQ#v=onepage&q=luis%20s.%20etlis%20inquietud%20argentino&f=false,M,NA,NA,NA
"Fabraquer, José Muñoz Maldonado, conde de",http://viaf.org/viaf/18158826,M,España,1807,1875
"Fabre-d'Olivet, Antoine",http://viaf.org/viaf/49225218,M,Francia,1767,1825
"Fabrés, Antonio",https://es.wikipedia.org/wiki/Antonio_Fabr%C3%A9s,M,España,1854,1938
"Fabri, Marcello",http://viaf.org/viaf/14820823,M,Francia,1889,1945
"Facio Hebequer, Guillermo",http://viaf.org/viaf/47146937817713832271,M,Uruguay,1889,1935
"Facio, Justo A.",http://viaf.org/viaf/47954868,M,Costa Rica,1859,1931
"Fader, Fernando",http://viaf.org/viaf/4170814,M,Francia,1882,1935
"Faguet, Émile",http://viaf.org/viaf/66466979,M,Francia,1847,1916
"Falcini, Luis Victorio",http://viaf.org/viaf/96555748,M,Argentina,1889,1973
"Falco, Francesco Federico",http://viaf.org/viaf/98535099,M,NA,1866,NA
"Falco, Líber",http://viaf.org/viaf/89865275,M,Uruguay,1906,1955
"Falcón, César",http://viaf.org/viaf/107013168,M,Perú,1892,1970
"Falgairolle, Adolphe de",http://viaf.org/viaf/21322025,M,Francia,1898,1979
Falké Pierre,http://viaf.org/viaf/56687488,M,Francia,1884,1947
"Falla, Manuel de",http://viaf.org/viaf/42025164,M,España,1876,1946
"Fallon, Diego",http://viaf.org/viaf/16772997,M,Colombia,1834,1905
"Fargue, Léon-Paul",http://viaf.org/viaf/88706377,M,Francia,1876,1947
"Farigoule, Louis",http://viaf.org/viaf/37053052,M,Francia,1885,1972
"Fariña Núñez, Eloy",http://viaf.org/viaf/36975398,M,Paraguay,1885,1929
"Farnoux-Reynaud, Lucien",http://viaf.org/viaf/127848066,M,Francia,1894,1962
"Farrán y Mayoral, José",http://viaf.org/viaf/44453077,M,España,1883,1955
"Farrére, Claude",http://viaf.org/viaf/5919,M,Francia,1876,1957
"Faure, Firmin",https://fr.wikipedia.org/wiki/Firmin_Faure,M,Francia,1864,1956
"Faure, Paul",http://viaf.org/viaf/46785024,M,Francia,1878,1960
"Faust, Camille Laurent Célestin",http://viaf.org/viaf/100197132,M,Francia,1872,1945
"Favre, Jules",http://viaf.org/viaf/56609593,M,Francia,1809,1880
"Fay, Bernard",http://viaf.org/viaf/48983949,M,NA,1890,1968
"Febres Cordero, Tulio",http://viaf.org/viaf/19751,M,Venezuela,1860,1938
"Feibleman, James",http://viaf.org/viaf/97807883,M,Estados Unidos,1904,1987
"Felipe, León",http://viaf.org/viaf/66475795,M,España,1884,1968
"Feliu i de Lemus, Manuel",http://viaf.org/viaf/95906621,M,España,1865,1922
"Fénelon, François de Salignac de la Mothe",http://viaf.org/viaf/61539997,M,Francia,1651,1715
"Fenosa, Apeles",http://viaf.org/viaf/118286903,M,España,1899,1988
"Feria, Ramón",http://viaf.org/viaf/26236698,M,España,1909,1942
"Fernández Almagro, Melchor",http://viaf.org/viaf/100257877,M,España,1893,1966
"Fernández Alonso, Benito",http://viaf.org/viaf/99840954,M,España,1848,1922
"Fernández Álvarez, Salvador",http://viaf.org/viaf/1567152636156720052106,M,España,NA,NA
"Fernández Bremón, José",http://viaf.org/viaf/169364187,M,España,1839,1910
"Fernández Caballero, Manuel",http://viaf.org/viaf/74036921,M,España,1835,1906
"Fernández Casado, Carlos",http://viaf.org/viaf/43118027,M,España,1905,1986
"Fernández Corugedo, Emilio",http://viaf.org/viaf/86950897,M,España,1868,1935
"Fernández Cuenca, Carlos",http://viaf.org/viaf/23154476,M,España,1904,1977
"Fernandez de Castro, Jorge",http://viaf.org/viaf/309778295,M,México,NA,NA
"Fernández de Castro, José Antonio",http://viaf.org/viaf/246589780,M,Cuba,1897,1951
"Fernández de la Hoz, José",http://dbe.rah.es/biografias/13313/jose-maria-fernandez-de-la-hoz-gomez,M,España,1812,1887
"Fernández de Moratín, Leandro",http://viaf.org/viaf/46771039,M,España,1760,1828
"Fernández Espiro, Diego",http://viaf.org/viaf/316434244,M,Argentina,1872,1912
"Fernández Granados, Enrique",http://viaf.org/viaf/86989738,M,México,1867,1920
"Fernández Grilo, Antonio",http://viaf.org/viaf/212513518,M,España,1845,1906
"Fernández Guardia, Ricardo",http://viaf.org/viaf/72633405,M,Costa Rica,1867,1950
"Fernández Jiménez, José",http://viaf.org/viaf/315088692,M,España,1832,1903
"Fernández Ledesma, Gabriel",http://viaf.org/viaf/35873639,M,México,1900,1983
"Fernández Mazas, Cándido","https://viaf.org/viaf/13361118/#Fern%C3%A1ndez_Mazas,_C%C3%A1ndido_1902-1942",M,España,1902,1942
"Fernández Montalva, Ricardo",http://viaf.org/viaf/45145857039722921345,M,Chile,1866,1899
"Fernández Moratinos, Francisco Miguel","https://viaf.org/viaf/52914542/#Miguel,_Francisco_1897-1936",M,España,1897,1936
"Fernández Moreno, Baldomero",http://viaf.org/viaf/79039315,M,Argentina,1886,1950
"Fernández Ríos, Ovidio",http://viaf.org/viaf/31781867,M,Uruguay,1883,1963
"Fernández Sanz, Enrique",http://viaf.org/viaf/58579527,M,España,1872,1950
"Fernández Vaamonde, Emilio",http://viaf.org/viaf/315947987,M,España,1867,1913
"Fernández Vallejo, Paulino",https://books.google.de/books?id=g1hmAwAAQBAJ&pg=PA135&lpg=PA135&dq=paulino+fernandez+vallejo&source=bl&ots=WT0QwvCrJd&sig=ACfU3U3eJ2QM1-37tOC6L2A-XVKdHVKwKw&hl=de&sa=X&ved=2ahUKEwjf6IDNqdXgAhVM3qQKHVsbB6cQ6AEwA3oECAcQAQ#v=onepage&q=paulino%20fernandez%20vallejo&f=false,M,España,NA,NA
"Fernández Villegas, Francisco",http://viaf.org/viaf/86522258,M,España,1856,1916
"Fernández y González, Héctor",http://viaf.org/viaf/310581297,M,Uruguay,NA,NA
"Fernández y González, Manuel",http://viaf.org/viaf/10223685,M,España,1821,1888
"Fernández-Shaw, Carlos",http://viaf.org/viaf/51871040,M,España,1865,1911
"Fernández-Shaw, Casto",http://viaf.org/viaf/18553737,M,España,1896,1978
"Fernández, Basilio",http://viaf.org/viaf/46858120,M,España,1909,1987
"Fernández, Cesáreo",http://repositoriodigital.uns.edu.ar/bitstream/123456789/3003/1/Cabezas%2C%20Gonzalo%20Ezequiel.%20Tesina.pdf,M,España,1886,NA
"Fernández, Macedonio",http://viaf.org/viaf/7423470,M,Argentina,1874,1952
"Fernández, Ramón",http://viaf.org/viaf/39376886,M,Francia,1894,1944
"Fernando de la Serna, Agustín",http://viaf.org/viaf/86637588,M,España,1846,1914
"Ferrá, Miquel",http://viaf.org/viaf/10680794,M,España,1885,1947
"Ferrant, Ángel",http://viaf.org/viaf/8290606,M,España,1891,1961
"Ferrão, Julieta",http://viaf.org/viaf/173369282,F,Portugal,1899,1974
"Ferrara de Paulos, Alfredo",http://viaf.org/viaf/143152864102804820717,M,NA,1893,1978
"Ferrari, Emilio",http://viaf.org/viaf/45776501,M,España,1853,1907
"Ferrarin, A. R.",http://viaf.org/viaf/302198855,M,Italia,NA,NA
"Ferreiro, Alfredo Mario",http://viaf.org/viaf/7039749,M,Uruguay,1899,1959
"Ferrer, Francisco",http://viaf.org/viaf/87202071,M,NA,1899,1984
"Ferrer, Salvador",http://viaf.org/viaf/21598760,M,España,1902,1985
"Ferrero, Guglielmo",http://viaf.org/viaf/79042660,M,Italia,1871,1942
"Ferri, Enrico",http://viaf.org/viaf/64138905,M,Italia,1856,1929
"Ferrière, Adolphe","https://viaf.org/viaf/88642085/#Ferri%C3%A8re,_Adolphe,_1879-1960",M,Suiza,1879,1960
"Ferro, António",http://viaf.org/viaf/4945280,M,Portugal,1895,1956
"Fiallo, Fabio",http://viaf.org/viaf/104145857824523020079,M,República Dominicana,1866,1942
"Fiansón, José",http://viaf.org/viaf/112145003300861300027,M,Perú,1870,1952
"Fiene, Ernest",http://viaf.org/viaf/75176220,M,Estados Unidos,1894,1966
"Fierro, Humberto",http://viaf.org/viaf/23255628,M,Ecuador,1890,1929
"Figari, Juan Carlos",https://es.wikipedia.org/wiki/Juan_Carlos_Figari,M,Uruguay,1893,1927
"Figari, Pedro",http://viaf.org/viaf/76364383,M,Uruguay,1861,1938
"Figarola-Caneda, Domingo",http://viaf.org/viaf/51639408,M,Cuba,1852,1926
"Figueira, Gastón",http://viaf.org/viaf/26033045,M,Uruguay,1905,1999
"Figueiredo, Fidelino de",http://viaf.org/viaf/46167,M,Portugal,1888,1967
"Figueroa, Pedro Pablo",http://viaf.org/viaf/203823515,M,Chile,1857,1909
"Fijman, Jacobo",http://viaf.org/viaf/2490905,M,Argentina,1898,1970
"Filartigas, Juan M.",https://autores.uy/autor/3020,M,Uruguay,1900,1970
"Filho, Barreto",http://viaf.org/viaf/266312052,M,Brasil,1908,1983
"Filipe, Guilherme",http://viaf.org/viaf/99718284,M,Portugal,1899,1971
"Filippo, Luis di",http://viaf.org/viaf/39618326,M,Argentina,1902,1997
"Filon, Agustin",http://viaf.org/viaf/103210965,M,Francia,1841,1916
"Fingerit, Marcos",http://viaf.org/viaf/24290308,M,Argentina,1904,1979
